anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.029734869,0.007625706,0.06826156,0.0763685,0.05608806,0.007484819,0.7544365,0.75872445,0.6728566,0.48021263,0.3017441,0.54140407,1.0,0.390922,0.29993737,0.0,0.5595235,0.47942498,0.45106187,0.37984225,1.0,0.3198612,0.23376691,0.99283725,0.33398882,0.23302051,0.84959656,./image/P31/P31_1660279334691.png,0
0.022073774,0.0073047914,0.02806344,0.13852508,0.07501262,0.0036545887,0.7253657,0.8265529,0.44647738,0.10958691,0.41182846,0.1989522,0.0,0.27692974,0.6602819,0.0,0.15950295,0.3114457,0.63076746,0.35892406,0.0,0.6176132,0.378447,0.84318304,0.40039736,0.31527054,0.4211634,./image/P31/P31_1660158491549.png,0
0.013251086,0.009526775,0.057553146,0.22469087,0.0378701,0.0038083305,0.6532996,0.8003841,0.4172005,0.29996443,0.33091378,0.2675668,0.0,0.41730732,0.24083951,0.0,0.19357456,0.31997228,0.74473226,0.3719665,1.0,0.66290015,0.44358507,0.99364233,0.38688877,0.24556223,0.5660807,./image/P31/P31_1659981712482.png,0
0.019814296,0.02024706,0.0822718,0.40001756,0.04357724,0.0016477943,0.43242428,0.6678555,0.58221585,0.08533522,0.3191316,0.43541637,1.0,0.38363573,0.22957067,1.0,0.54823714,0.508816,0.64654744,0.30567208,1.0,0.4464496,0.118284434,0.99964154,0.52759826,0.056340575,0.7001007,./image/P31/P31_1660968249866.png,0
0.040440958,0.012579015,0.048203815,0.1635495,0.040692862,0.00513239,0.68940145,0.7225985,0.6492028,0.5677186,0.34357512,0.68682414,1.0,0.32988366,0.3650751,0.0,0.65616304,0.5564375,0.4760249,0.40714493,1.0,0.3696471,0.37800264,0.98056066,0.22975291,0.38268164,0.6500264,./image/P31/P31_1660002057686.png,0
0.033415686,0.008898365,0.049841974,0.19198379,0.045322303,0.003577396,0.6669604,0.77683425,0.6586995,0.23707476,0.2880712,0.1396576,0.0,0.2544361,0.32888332,0.0,0.05765133,0.25631,0.5725826,0.29357302,1.0,0.6429614,0.16385783,0.98891103,0.5474505,0.2597454,0.66064394,./image/P31/P31_1659896228925.png,0
0.028967734,0.008526853,0.073065974,0.17417242,0.035694733,0.0031064071,0.67646587,0.57559276,0.5328969,0.4141118,0.30922455,0.4844802,1.0,0.37127185,0.12624651,0.0,0.52141935,0.4134611,0.6281555,0.34753373,1.0,0.32460144,0.08070092,0.9706425,0.3525638,0.12322418,0.6757265,./image/P31/P31_1660440918274.png,0
0.048132762,0.015739819,0.07568276,0.14587045,0.0599131,0.006643331,0.64801776,0.7194299,0.56121945,0.45787996,0.3885806,0.62113434,1.0,0.42128548,0.17827345,0.0,0.55613065,0.57019,0.48624876,0.61192256,1.0,0.5626732,0.4391873,0.9392775,0.21488068,0.09271092,0.52754146,./image/P31/P31_1660121145543.png,0
0.020225095,0.0043736366,0.083028585,0.12965646,0.03559346,0.0027918941,0.72433084,0.7984921,0.6716528,0.2514593,0.2672658,0.432701,0.0,0.4200848,0.003160228,0.0,0.3583505,0.3849761,0.30784583,0.35505056,1.0,0.2029688,0.18017332,0.9342647,0.48191568,0.0893695,0.60918254,./image/P31/P31_1660191148156.png,0
0.038955905,0.008905981,0.060214236,0.16324313,0.06955062,0.0073874802,0.6517427,0.7430837,0.637042,0.32336873,0.3626885,0.68056303,1.0,0.42369208,0.12248409,1.0,0.44038045,0.42550194,0.75910074,0.3727442,1.0,0.47986355,0.07498039,0.9938234,0.46036544,0.40408403,0.7742999,./image/P31/P31_1660332243147.png,0
