anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.02519138,0.0046872688,0.060795963,0.19627021,0.04804819,0.002714306,0.6622928,0.51742077,0.28804752,0.40001342,0.28321442,0.35987386,1.0,0.4019953,0.25126737,1.0,0.30825672,0.5168654,0.6724086,0.31337416,1.0,0.5139437,0.099002466,0.99679524,0.6296046,0.27073854,0.7093536,./image/P35/P35_1660245023999.png,0
0.027731735,0.009414052,0.06106566,0.22058268,0.0387767,0.004026131,0.63840306,0.34070262,0.19550177,0.112908214,0.28149304,0.28868645,1.0,0.22900988,0.034436382,1.0,0.2766967,0.30530375,0.32169825,0.3683172,1.0,0.5819448,0.22340544,0.9960949,0.3398208,0.26625448,0.73247355,./image/P35/P35_1660763189741.png,0
0.026803032,0.0083380565,0.05078405,0.12154258,0.06893283,0.004805689,0.7187937,0.53166723,0.24401315,0.22509599,0.24244106,0.33555013,1.0,0.40527433,0.8930606,1.0,0.5741522,0.5037821,0.40893683,0.3765646,1.0,0.529254,0.24572347,0.99962556,0.30211902,0.40900296,0.52541643,./image/P35/P35_1660073240424.png,0
0.021233024,0.0048671034,0.12443044,0.115180254,0.05849416,0.0043717227,0.6714233,0.47238111,0.15246329,0.2595252,0.2381715,0.18565735,1.0,0.3457563,0.50083697,0.0,0.35877976,0.4932116,0.6071082,0.4720176,0.0,0.51515245,0.20037752,0.9947127,0.29070175,0.26843512,0.74991274,./image/P35/P35_1660782320350.png,0
0.014142765,0.0035029757,0.10753741,0.16935708,0.046301644,0.002124562,0.65703356,0.6382426,0.59255034,0.19806822,0.27915075,0.42447916,0.0,0.3704184,0.7249784,1.0,0.3525086,0.5623216,0.42267528,0.41987756,1.0,0.43171352,0.4094499,0.9627409,0.20023316,0.07760793,0.56291896,./image/P35/P35_1661782542874.png,0
0.020939998,0.0045061023,0.022714838,0.093919106,0.062137093,0.0034546072,0.79232824,0.5394251,0.54449666,0.21520653,0.5763256,0.24848497,1.0,0.22456925,0.044256005,1.0,0.17093565,0.28339976,0.2326604,0.49372908,1.0,0.5448385,0.25287488,0.99501354,0.33932954,0.06845632,0.8162256,./image/P35/P35_1660653719291.png,0
0.06257758,0.004313305,0.030669566,0.18824148,0.047780752,0.0034136428,0.6630037,0.36566326,0.2080339,0.07520003,0.26006392,0.26578447,1.0,0.29984397,0.57525575,1.0,0.32800952,0.4091362,0.37244272,0.39051053,1.0,0.43571326,0.0467228,0.98042196,0.47138447,0.14001976,0.5643562,./image/P35/P35_1660590465068.png,0
0.026404396,0.0061411955,0.05627181,0.18859689,0.03409923,0.0019978036,0.68648875,0.6079593,0.57881415,0.548989,0.345671,0.32241943,0.0,0.2332588,0.014280967,1.0,0.2688999,0.43552396,0.48329213,0.4568845,1.0,0.5538406,0.39831066,0.74002916,0.19064742,0.29504576,0.36299685,./image/P35/P35_1661259026695.png,0
0.03691352,0.005945252,0.029907716,0.17726849,0.04908423,0.0014862888,0.69939446,0.5480415,0.4946119,0.34217992,0.37317583,0.59243554,0.0,0.4068269,0.6361468,0.0,0.590915,0.6501108,0.28362432,0.48178792,1.0,0.42139658,0.39064327,0.83012277,0.15168191,0.09445727,0.80073273,./image/P35/P35_1659898137184.png,0
0.040634952,0.0026677474,0.017391443,0.13365881,0.043848358,0.002990472,0.7588082,0.51715046,0.35075292,0.12859352,0.25636554,0.3591884,1.0,0.27230525,0.6950162,0.0,0.5419058,0.4037368,0.32548398,0.49075657,1.0,0.35774413,0.08885482,0.9973199,0.43214887,0.14021169,0.70459914,./image/P35/P35_1660435460312.png,0
