anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.014396127,0.0024950847,0.08109614,0.075959146,0.06445334,0.005474214,0.7561259,0.7300916,0.5408579,0.23329222,0.2638533,0.21627556,0.0,0.33561411,0.078807965,0.0,0.17067754,0.32040238,0.3364179,0.33769298,1.0,0.29012328,0.18526687,0.99659073,0.3794349,0.1854465,0.69800013,./image/P34/P34_1659623652270.png,0
0.016263366,0.0037531867,0.11406751,0.10565211,0.06452873,0.00717722,0.6885579,0.7855651,0.5192692,0.27914748,0.32562006,0.334095,0.0,0.33725554,0.66397744,1.0,0.2768733,0.46783793,0.5311994,0.33567616,1.0,0.48418534,0.17874932,0.995596,0.44514358,0.39137316,0.638322,./image/P34/P34_1659623570808.png,0
0.065953724,0.0164103,0.107559234,0.22225672,0.058560938,0.0067127123,0.52254635,0.8094325,0.6892167,0.6199327,0.28535265,0.6007387,1.0,0.33677116,0.05156271,0.0,0.5119928,0.4759816,0.5959917,0.31975392,1.0,0.5203903,0.04450562,0.99384934,0.3859892,0.13139462,0.6496705,./image/P34/P34_1659623663054.png,0
0.041471925,0.00752747,0.04809811,0.17621681,0.052499108,0.002222518,0.67196405,0.7702062,0.6083653,0.51568186,0.2751111,0.68601334,1.0,0.34368744,0.056180958,0.0,0.8092103,0.4622919,0.30453956,0.47183397,1.0,0.4048343,0.28635702,0.9494057,0.63321406,0.043501537,0.45609814,./image/P34/P34_1659796541100.png,0
0.036610022,0.0058764913,0.034634296,0.10261514,0.046595242,0.0025677313,0.7711011,0.7226023,0.6728206,0.18440226,0.24586488,0.44459924,1.0,0.34621856,0.023330811,0.0,0.37414753,0.60378,0.36766413,0.3859917,1.0,0.23610139,0.17407772,0.85436827,0.21095558,0.1815096,0.60065025,./image/P34/P34_1660083152414.png,0
0.017051514,0.0055263266,0.07489003,0.17213377,0.053467955,0.004176008,0.6727544,0.5945999,0.44151506,0.08305706,0.28781417,0.19793426,0.0,0.3559847,0.33034834,0.0,0.32634085,0.43743077,0.44913882,0.49641785,1.0,0.5330108,0.1049383,0.9991642,0.5609579,0.59874743,0.5999334,./image/P34/P34_1660076124471.png,0
0.03429274,0.013649673,0.1911098,0.258259,0.04426432,0.007727371,0.45069706,0.66485727,0.6072685,0.31634986,0.27054453,0.6408474,1.0,0.37452024,0.2921568,0.0,0.36026433,0.56621855,0.39693993,0.36588258,1.0,0.1911625,0.04501537,0.98287165,0.59552604,0.09214626,0.77063495,./image/P34/P34_1659650899714.png,0
0.02120721,0.0035437772,0.08464631,0.060525607,0.059295565,0.0036255135,0.7671561,0.70813054,0.50172675,0.32721213,0.3273492,0.22044942,0.0,0.3246453,0.21901104,0.0,0.13716619,0.29620442,0.3124325,0.33622,1.0,0.26770583,0.2735378,0.9969228,0.42013025,0.34620687,0.653716,./image/P34/P34_1659967934135.png,0
0.061311062,0.007840984,0.038348638,0.12087352,0.068087794,0.0032595764,0.70027834,0.7623985,0.5467911,0.35088184,0.5311631,0.48640203,0.0,0.2670235,0.43510374,0.0,0.4344188,0.525013,0.532167,0.5559251,1.0,0.53152335,0.38691714,0.70784146,0.2657379,0.14389458,0.18190987,./image/P34/P34_1659967898532.png,0
0.044157073,0.0075743957,0.058359172,0.15164606,0.048575446,0.003584131,0.6861037,0.6568378,0.59997064,0.38325405,0.47634754,0.27461606,0.0,0.20944342,0.1929337,0.0,0.24988037,0.33033562,0.76216304,0.407977,1.0,0.7010954,0.30667275,0.99086577,0.4446195,0.23861463,0.22606689,./image/P34/P34_1659812293390.png,0
