anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.021360211,0.006636374,0.093629025,0.14803188,0.060688566,0.0030876328,0.6665663,0.57659787,0.44922477,0.28218815,0.28437227,0.80264044,1.0,0.43070868,0.62935007,0.0,0.6483629,0.506064,0.113446385,0.44194394,1.0,0.23371288,0.10910522,0.992121,0.30423903,0.037645265,0.5290768,./image/P20/P20_1659740970259.png,0
0.03272822,0.00861351,0.053072374,0.14815609,0.030783264,0.0022887636,0.7243577,0.6166043,0.5800661,0.35754374,0.3043323,0.69080144,1.0,0.35268727,0.3684198,0.0,0.5870965,0.6493169,0.6056265,0.38440132,1.0,0.30650076,0.11969644,0.9733384,0.5491671,0.21728063,0.52021897,./image/P20/P20_1659740926185.png,0
0.017145589,0.0056063686,0.1228445,0.1072275,0.06287637,0.009507082,0.6747925,0.59061235,0.35594818,0.40020594,0.41237274,0.19352405,0.0,0.20253077,0.09084104,0.0,0.17038353,0.547084,0.4822818,0.37468028,1.0,0.48134288,0.50832325,0.820365,0.06657424,0.07203164,0.062157772,./image/P20/P20_1660173422703.png,0
0.014772595,0.01437997,0.089268215,0.30633226,0.058171093,0.0065576346,0.51051825,0.61013806,0.42620283,0.16377574,0.46272296,0.6344071,0.0,0.19098417,0.7504657,0.0,0.36918968,0.5252621,0.50846857,0.37088713,1.0,0.7123592,0.12951049,0.99961,0.5733209,0.11072263,0.17253777,./image/P20/P20_1660396627959.png,0
0.018464306,0.003629271,0.024348965,0.14598945,0.09692873,0.0040278495,0.7066114,0.5133242,0.3809114,0.23299207,0.515564,0.35873073,1.0,0.16603081,0.34486428,1.0,0.42812,0.50933707,0.30310297,0.42092866,1.0,0.29081586,0.2062223,0.9963314,0.20108005,0.08592938,0.086686306,./image/P20/P20_1660586468663.png,0
0.032548986,0.0075132325,0.03413448,0.2548044,0.035268318,0.0025567217,0.6331738,0.6989764,0.47173813,0.32341695,0.26463193,0.82231796,1.0,0.36727372,0.8513602,1.0,0.68777597,0.69045466,0.59913915,0.2765635,1.0,0.3752538,0.04406591,0.9816457,0.57355624,0.035621118,0.44978064,./image/P20/P20_1660246562000.png,0
0.006643104,0.0055957586,0.028516842,0.4065681,0.019254358,0.00085977983,0.53256196,0.55929697,0.26441118,0.2710588,0.23170467,0.6558,0.0,0.40739352,0.9108306,1.0,0.32196927,0.58435696,0.5214285,0.4392009,1.0,0.57632494,0.19422689,0.997163,0.45482084,0.18411475,0.64127845,./image/P20/P20_1661265635784.png,0
0.018262329,0.003980515,0.116918944,0.14599468,0.034541618,0.0021226255,0.6781793,0.6750205,0.5755298,0.25650042,0.2465706,0.67099047,1.0,0.5056232,0.7641493,0.0,0.46316764,0.6219785,0.52318424,0.3156005,1.0,0.15414314,0.185444,0.9970234,0.563485,0.33971885,0.94475543,./image/P20/P20_1659957542497.png,0
0.01817412,0.007855045,0.08294565,0.14375606,0.065727435,0.008151403,0.6733902,0.38340408,0.17042808,0.35382298,0.24561054,0.48949003,1.0,0.4819991,0.24920212,0.0,0.5860137,0.61377215,0.52050984,0.6117479,1.0,0.5322093,0.13207968,0.9920604,0.16806036,0.069899574,0.33443674,./image/P20/P20_1660013055492.png,0
0.031753875,0.01393844,0.11738644,0.47376618,0.020895552,0.0027521208,0.33950734,0.7587461,0.6463693,0.09155963,0.2509615,0.8185562,0.0,0.37349015,0.86342496,0.0,0.8891037,0.6508698,0.23093437,0.17868008,1.0,0.14651754,0.028995838,0.99746954,0.32827002,0.067692466,0.6027469,./image/P20/P20_1661227064163.png,0
0.018446196,0.0074216053,0.025593612,0.1349073,0.08083077,0.0067879567,0.72601247,0.78548616,0.73606104,0.21400681,0.43833527,0.6441991,1.0,0.4039154,0.17933156,1.0,0.7196652,0.49478203,0.20793416,0.34309018,1.0,0.15107808,0.29924142,0.90534323,0.8046211,0.07419172,0.8227792,./image/P20/P20_1659209037181.png,0
0.007312065,0.0029913846,0.111485295,0.16141972,0.032538436,0.0030263735,0.68122673,0.5265336,0.18056515,0.44142938,0.23975082,0.64193755,1.0,0.55351675,0.67134494,0.0,0.71021694,0.4364492,0.7966866,0.5850556,1.0,0.32720473,0.39615288,0.8695954,0.06708517,0.121193685,0.29319277,./image/P20/P20_1659528461439.png,0
0.017892787,0.0049231397,0.12335477,0.24826188,0.026367001,0.0041106762,0.5750897,0.8094818,0.5455538,0.17131409,0.2548916,0.6322168,1.0,0.40889782,0.04673677,0.0,0.37666965,0.75667185,0.3858345,0.27989748,1.0,0.20258926,0.026874643,0.99828476,0.5087606,0.09201581,0.7119048,./image/P20/P20_1660246422658.png,0
0.0064971736,0.0061402083,0.21929504,0.44214815,0.023503022,0.0023528442,0.3000635,0.52089995,0.27832317,0.31032276,0.3050502,0.765929,1.0,0.50408137,0.81111884,0.0,0.6922371,0.710792,0.5002429,0.33496174,1.0,0.56492966,0.05756449,0.99951994,0.6805594,0.085039385,0.66302955,./image/P20/P20_1661227112184.png,0
0.010821534,0.0040554795,0.022822846,0.1803409,0.027692514,0.0025418412,0.7517249,0.41390613,0.3380233,0.37044773,0.3795108,0.5045137,1.0,0.19392663,0.4785685,0.0,0.56902343,0.5115457,0.59781593,0.5465252,1.0,0.4258948,0.2157499,0.9982033,0.20439863,0.21825872,0.07525883,./image/P20/P20_1659908005991.png,0
0.0112688225,0.006073876,0.47997707,0.05926226,0.022752339,0.012714954,0.4079507,0.59466165,0.49539167,0.26755285,0.28055078,0.09898196,0.0,0.28983226,0.0048607676,0.0,0.067754425,0.39700562,0.4253963,0.58223814,1.0,0.64511,0.8203691,0.48560676,0.049935162,0.32087865,0.39546812,./image/P20/P20_1660095671254.png,0
0.013163948,0.005042131,0.036731325,0.18617189,0.039629277,0.0037343754,0.71552706,0.73245406,0.64047337,0.14938971,0.24059582,0.7150176,0.0,0.51723105,0.6097109,0.0,0.63335574,0.6865816,0.39411846,0.33581036,1.0,0.10756216,0.055733673,0.99179816,0.44855267,0.08890641,0.41701123,./image/P20/P20_1660709614383.png,0
0.018757666,0.0033855934,0.0330153,0.18437605,0.033432692,0.0022245888,0.72480816,0.77491325,0.55693555,0.19863449,0.27977195,0.36335164,0.0,0.3996093,0.38450262,1.0,0.2682819,0.18119541,0.47108084,0.4385139,1.0,0.6493415,0.46540454,0.99393207,0.4122889,0.3277053,0.35172623,./image/P20/P20_1660707813692.png,0
0.014023543,0.016424708,0.076314434,0.3838199,0.044310186,0.0028780631,0.46222916,0.3817363,0.32826585,0.3170525,0.45635584,0.5644168,1.0,0.3972612,0.92600644,1.0,0.6655046,0.63106006,0.6368455,0.37727064,1.0,0.56459934,0.07179039,0.9968592,0.59099257,0.42003745,0.15921855,./image/P20/P20_1659025789436.png,0
0.051354874,0.015333482,0.050261136,0.13823906,0.047389533,0.004907521,0.6925144,0.73839164,0.7324801,0.17497338,0.31753805,0.52881074,1.0,0.40846205,0.23341618,1.0,0.3752699,0.47277465,0.72144544,0.38961482,1.0,0.299939,0.17441383,0.94271564,0.48261908,0.42791933,0.8824489,./image/P20/P20_1660312441952.png,0
0.015146838,0.0029622754,0.043615848,0.12592585,0.04183222,0.0019911993,0.76852584,0.51848006,0.32884994,0.43102816,0.28434107,0.6696236,0.0,0.3814469,0.58884,1.0,0.7197691,0.677754,0.4811373,0.43959498,1.0,0.31805086,0.1801961,0.9909485,0.28748024,0.15498397,0.6565811,./image/P20/P20_1660688326070.png,0
0.004292468,0.005088643,0.0597754,0.2099896,0.037027728,0.001034256,0.68279195,0.56765693,0.26979086,0.35758683,0.2309939,0.65549684,1.0,0.52688223,0.79184604,0.0,0.68943727,0.5530112,0.5030852,0.3931948,1.0,0.43568456,0.03136893,0.9993857,0.4323708,0.14511386,0.6808308,./image/P20/P20_1659025475734.png,0
0.014410524,0.011972052,0.14423169,0.28920215,0.06069961,0.0052712634,0.47421268,0.56976354,0.3375367,0.22808717,0.45900086,0.45253995,0.0,0.19733638,0.8290256,1.0,0.47311884,0.3167441,0.5993668,0.3508415,1.0,0.62829244,0.092423074,0.9982161,0.4058462,0.26480615,0.19991466,./image/P20/P20_1661182170845.png,0
0.030342875,0.004211408,0.04442345,0.2908591,0.043278098,0.0028877629,0.58399737,0.5835885,0.54724133,0.10771161,0.25109538,0.5852628,0.0,0.40498537,0.7215666,1.0,0.66812974,0.5646071,0.36132732,0.35734364,1.0,0.5757707,0.35690266,0.98739594,0.41220203,0.08078534,0.894073,./image/P20/P20_1660246499487.png,0
0.0582882,0.008640904,0.054436542,0.11937268,0.06507095,0.0033197259,0.690871,0.7065025,0.49845412,0.552666,0.3219568,0.6257702,0.0,0.4784038,0.012710352,1.0,0.45246008,0.39879856,0.4004961,0.39879614,1.0,0.36460593,0.23053366,0.9950092,0.52125305,0.0842011,0.69861877,./image/P20/P20_1660700252616.png,0
0.032956287,0.0062802825,0.065866515,0.17544349,0.035509184,0.002606809,0.6813374,0.6432783,0.4938769,0.38532987,0.2755236,0.76444644,1.0,0.39524642,0.19953914,1.0,0.5986602,0.6442183,0.25685236,0.40034997,1.0,0.19173566,0.1323781,0.98572284,0.6986854,0.026094127,0.5415104,./image/P20/P20_1660044567938.png,0
0.06463337,0.017017288,0.057720587,0.10791701,0.074735835,0.017098125,0.6608778,0.67415977,0.70798665,0.14872772,0.27656016,0.6081168,1.0,0.35102108,0.11629676,1.0,0.3994028,0.60764974,0.3977519,0.32638,1.0,0.34917748,0.06201243,0.998142,0.70542336,0.07483052,0.32661805,./image/P20/P20_1661367087985.png,0
0.014125511,0.0017270602,0.039369386,0.14966282,0.07489994,0.0054764953,0.7147388,0.62293535,0.3353048,0.2878314,0.24030964,0.18107106,0.0,0.28999993,0.89454764,0.0,0.39367366,0.5305812,0.72865885,0.74072444,1.0,0.6144015,0.39926574,0.972322,0.07072647,0.15782245,0.13888825,./image/P20/P20_1660442191304.png,0
0.028130986,0.012656323,0.06984647,0.3066493,0.03437654,0.002621013,0.5457193,0.62388325,0.28550363,0.42602193,0.25450128,0.48413053,1.0,0.42429253,0.8290529,0.0,0.53989094,0.5608694,0.35324895,0.35463837,1.0,0.14988069,0.033234857,0.99530596,0.45217824,0.046601206,0.7540571,./image/P20/P20_1661378914058.png,0
0.03332073,0.008498651,0.083882615,0.22255027,0.032308456,0.003879108,0.6155601,0.6547557,0.55079395,0.101005524,0.49202216,0.7764324,1.0,0.3506861,0.010084621,0.0,0.5147061,0.7467223,0.21808155,0.33163536,1.0,0.16371404,0.044749755,0.9810286,0.32054025,0.11627391,0.13987641,./image/P20/P20_1659740959215.png,0
