anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.01320524,0.0052015116,0.3749938,0.10236325,0.04985226,0.018875321,0.4355087,0.7132201,0.5102579,0.05992165,0.4612148,0.0632242,0.0,0.108684875,0.0047714193,0.0,0.029941665,0.2277812,0.4784774,0.4669072,0.0,0.5355574,0.49096635,0.9355787,0.12104459,0.33303282,0.12115775,./image/P19/P19_1659487998833.png,1
0.011411721,0.001999763,0.17131379,0.14466025,0.16305733,0.040846612,0.4667106,0.67487633,0.31360784,0.28014478,0.47432142,0.12413867,0.0,0.14574113,0.26638788,0.0,0.042522598,0.32313538,0.5663568,0.41818705,1.0,0.63547504,0.15725425,0.9755186,0.46810803,0.3182284,0.16562992,./image/P19/P19_1659020214976.png,1
0.014838925,0.025150143,0.25134322,0.27595493,0.04850201,0.0135394875,0.3706713,0.5381866,0.28474343,0.38686985,0.49955004,0.12067652,0.0,0.18636066,0.0678081,0.0,0.1165094,0.50709456,0.63429755,0.40796706,1.0,0.5891002,0.6799296,0.90059495,0.11460368,0.30430353,0.08206477,./image/P19/P19_1659075503842.png,1
0.011380662,0.0017443019,0.19438113,0.03904223,0.111313276,0.02285316,0.61928517,0.71154004,0.42738977,0.07386842,0.47858417,0.053161677,0.0,0.12098664,0.100117825,0.0,0.033642367,0.19653995,0.16990264,0.37129995,0.0,0.49866125,0.5935012,0.6367567,0.14722899,0.22299208,0.079755396,./image/P19/P19_1659021205080.png,1
0.0053016143,0.0022265012,0.18552984,0.08222102,0.07411253,0.005386302,0.6452221,0.6082014,0.27769238,0.21424045,0.34614682,0.13000417,0.0,0.13949312,0.45255566,1.0,0.15093897,0.45135403,0.29413605,0.43097365,1.0,0.39752516,0.039842963,0.99654657,0.30611604,0.034933835,0.11739609,./image/P19/P19_1659355704725.png,1
0.013245203,0.004610995,0.10711877,0.1516328,0.05590788,0.0090569295,0.65842736,0.5755627,0.28065225,0.51686317,0.3895148,0.12785614,1.0,0.14902335,0.7961191,0.0,0.15319662,0.4586769,0.57674474,0.38058513,1.0,0.63009673,0.25039947,0.9728453,0.14309412,0.3024831,0.079630926,./image/P19/P19_1661340465021.png,1
0.006273928,0.002125499,0.23021619,0.07202109,0.03998611,0.013211557,0.6361656,0.72728497,0.58513814,0.15799591,0.34945413,0.0843012,0.0,0.33511546,0.04271689,0.0,0.03258216,0.3748644,0.18000028,0.47931617,0.0,0.6507144,0.36692736,0.77114683,0.056016225,0.4599642,0.30890563,./image/P19/P19_1659661416834.png,1
0.008655611,0.008298455,0.22809152,0.17309575,0.05482627,0.008185943,0.5188464,0.6991305,0.36052388,0.19217083,0.49743733,0.16955698,0.0,0.15129045,0.502534,1.0,0.18691699,0.37540686,0.5511868,0.39100122,1.0,0.6505583,0.2411091,0.98432297,0.18577984,0.21656294,0.10796944,./image/P19/P19_1659401612145.png,1
0.008432453,0.0020055121,0.33330005,0.0796023,0.05420812,0.016069444,0.5063821,0.65313953,0.42499536,0.12841986,0.27441555,0.10318094,0.0,0.3242692,0.07211825,1.0,0.06664527,0.24687758,0.46674395,0.3772178,1.0,0.77913654,0.109045625,0.9628104,0.38342887,0.1395895,0.42618138,./image/P19/P19_1659613785781.png,1
0.0068263905,0.0028466077,0.51993895,0.09751981,0.03826231,0.015821535,0.31878442,0.6745525,0.39474982,0.23009862,0.35156843,0.09864747,0.0,0.12987612,0.063838676,0.0,0.053643327,0.16612513,0.6857255,0.40188324,1.0,0.69443524,0.13572083,0.9953101,0.50987864,0.08779169,0.07036864,./image/P19/P19_1659680030935.png,1
0.009292636,0.0026199825,0.27647072,0.1896373,0.056366313,0.0076167486,0.45799625,0.7384036,0.51681817,0.3089536,0.2676798,0.45704985,1.0,0.50346744,0.9273122,0.0,0.3815851,0.30257252,0.57353973,0.30967972,1.0,0.5473341,0.024719682,0.9992939,0.54698914,0.067492865,0.6766205,./image/P19/P19_1660526958253.png,1
