anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.012002004,0.01329639,0.06557126,0.46709698,0.028313428,0.0052245893,0.40849537,0.7474502,0.5080736,0.16766624,0.28015682,0.6138182,0.0,0.3669662,0.8112656,1.0,0.53778416,0.36264908,0.5729792,0.29308632,1.0,0.65832204,0.07289728,0.9962327,0.59578454,0.11789946,0.6066517,./image/P25/P25_1660797071721.png,0
0.060334627,0.0085067,0.053458754,0.18017343,0.05053997,0.005044034,0.6419425,0.67835146,0.59058434,0.102155186,0.4757135,0.47706306,0.0,0.19945505,0.23975933,1.0,0.45848197,0.39043802,0.7270238,0.2985805,1.0,0.5516867,0.26642606,0.97510296,0.4876862,0.29751608,0.19415636,./image/P25/P25_1660833313920.png,0
0.013172723,0.010622349,0.03187522,0.36990303,0.05034387,0.004713058,0.5193698,0.7997908,0.49805713,0.2867513,0.30844072,0.116451256,0.0,0.30901858,0.2562197,1.0,0.12390245,0.2511207,0.74388146,0.34268266,1.0,0.5764573,0.39011756,0.9965216,0.53217375,0.09340192,0.51013196,./image/P25/P25_1660884962269.png,0
0.010011911,0.0022764392,0.034419402,0.20803791,0.047436472,0.0019331962,0.69588464,0.7808819,0.63174844,0.15245673,0.27016932,0.6622871,0.0,0.3640956,0.89435387,1.0,0.5137228,0.4157581,0.67998654,0.3663285,1.0,0.52602786,0.053054813,0.99927896,0.49547043,0.17288403,0.4133089,./image/P25/P25_1660797062874.png,0
0.00859169,0.0023792926,0.19510427,0.055674113,0.11525527,0.034553263,0.58844215,0.6113977,0.51258516,0.29108748,0.48314905,0.15329169,0.0,0.16639487,0.22968136,0.0,0.08243816,0.34025812,0.7182421,0.61386806,1.0,0.6121859,0.25586537,0.97022927,0.167085,0.033846047,0.12989789,./image/P25/P25_1661074291351.png,0
0.00655024,0.0043489286,0.08338454,0.44180676,0.058923155,0.005423658,0.39956266,0.60152787,0.32867244,0.33460477,0.2601289,0.1920555,0.0,0.36033556,0.8638637,1.0,0.24885537,0.2496455,0.6662325,0.2652894,1.0,0.5118534,0.024524912,0.99957496,0.462325,0.18103127,0.46759012,./image/P25/P25_1661005914144.png,0
0.017239813,0.0038546873,0.04136756,0.23081224,0.048507184,0.004704119,0.65351444,0.64129007,0.42861047,0.31765312,0.26208645,0.21720697,1.0,0.3444211,0.5616503,1.0,0.21293004,0.3478719,0.70867693,0.32157525,1.0,0.6420225,0.09363504,0.99624544,0.6578769,0.21611957,0.52815306,./image/P25/P25_1660883535149.png,0
0.032406013,0.007916122,0.06887291,0.31057084,0.036523957,0.0035727557,0.54013747,0.79118586,0.65058583,0.11474434,0.49849167,0.4493628,1.0,0.22005212,0.18252909,1.0,0.4518909,0.38428196,0.58071893,0.32028005,1.0,0.46178555,0.07167141,0.9737014,0.40404728,0.3304365,0.3978651,./image/P25/P25_1660833302772.png,0
0.009343686,0.0025358216,0.027810095,0.17054604,0.056576632,0.0024045159,0.73078316,0.70843667,0.5638587,0.23399138,0.48261225,0.19947968,0.0,0.1815495,0.91248226,0.0,0.17772244,0.3862203,0.6018028,0.4103599,1.0,0.495536,0.06502437,0.99373406,0.4718066,0.15004982,0.15540826,./image/P25/P25_1661005886268.png,0
0.009450122,0.0035299968,0.07524624,0.23042028,0.072011515,0.0065011433,0.6028407,0.7386433,0.29180452,0.2866256,0.42654467,0.23239459,1.0,0.17662856,0.9619517,0.0,0.31052595,0.4903441,0.55444825,0.36857957,1.0,0.59114105,0.071209475,0.98978287,0.28422993,0.6755023,0.21722381,./image/P25/P25_1661005868863.png,0
0.011913875,0.0065586143,0.13398181,0.17854369,0.08735069,0.025867788,0.5557835,0.68808484,0.47984356,0.38848478,0.5715478,0.19449884,0.0,0.170885,0.18720102,0.0,0.10035669,0.5973904,0.34564272,0.32551354,1.0,0.35631472,0.04246238,0.996117,0.42850468,0.035559367,0.10151151,./image/P25/P25_1661074284763.png,0
0.018696772,0.0053070243,0.2121659,0.3808374,0.037075922,0.01442291,0.33149406,0.70174855,0.42385536,0.15031928,0.42852053,0.71241546,0.0,0.25288445,0.9908386,0.0,0.7318131,0.3074129,0.49179983,0.2913074,1.0,0.42985064,0.024175579,0.9999223,0.3454201,0.08490821,0.10737343,./image/P25/P25_1661005919465.png,0
0.040779937,0.009088191,0.056549463,0.2255706,0.06360514,0.0035454668,0.60086125,0.62591946,0.38245595,0.27624053,0.3506959,0.33413395,0.0,0.26537654,0.8992222,0.0,0.33920825,0.436892,0.6972943,0.4111652,1.0,0.5451646,0.06556254,0.99927145,0.31769943,0.030606326,0.097268805,./image/P25/P25_1660988853976.png,0
0.050038822,0.00889737,0.09479431,0.26105183,0.061699692,0.0037139186,0.519804,0.6750212,0.3666423,0.18674533,0.45704502,0.16419758,1.0,0.13821334,0.76169235,1.0,0.077865966,0.39361826,0.422494,0.377832,1.0,0.76014245,0.101637214,0.9955177,0.4444503,0.043992754,0.12531988,./image/P25/P25_1660901498104.png,0
0.009582366,0.0020164095,0.020653231,0.17684156,0.090559304,0.003830593,0.69651663,0.5865688,0.36370355,0.33814532,0.49898383,0.1272051,0.0,0.17112741,0.119885825,0.0,0.18350239,0.31709412,0.5084875,0.35345927,0.0,0.41632128,0.12666677,0.98889774,0.32980338,0.51488394,0.13933218,./image/P25/P25_1661005908152.png,0
0.0071680676,0.004459505,0.088069,0.22727549,0.058477584,0.008781449,0.6057689,0.79873395,0.5902989,0.19085339,0.41803083,0.44292584,0.0,0.14902264,0.75883895,1.0,0.383769,0.5001689,0.74407357,0.3727694,1.0,0.48232788,0.14245091,0.9976997,0.49961835,0.4046111,0.33665577,./image/P25/P25_1661005860811.png,0
0.0121297175,0.011966038,0.07099017,0.36408925,0.04112522,0.0056719845,0.49402764,0.6688074,0.4504413,0.14271247,0.30576107,0.16127537,0.0,0.31087065,0.13550067,1.0,0.16662416,0.2734092,0.5516006,0.3691203,1.0,0.5597779,0.1470902,0.99888235,0.4312572,0.34408697,0.4581649,./image/P25/P25_1660884962686.png,0
0.0072442265,0.0051905015,0.6361074,0.068425335,0.0486914,0.016365213,0.21797594,0.6885722,0.37105316,0.4491634,0.29576856,0.0581998,1.0,0.28963482,0.9951149,0.0,0.038246058,0.20712239,0.4761508,0.4057661,0.0,0.7565399,0.2824719,0.9864457,0.12303172,0.33693725,0.3490577,./image/P25/P25_1661074289504.png,0
0.01330765,0.0023159725,0.013223654,0.121098444,0.051030613,0.0020355063,0.7969881,0.8257915,0.7556271,0.50843745,0.47261253,0.62526023,1.0,0.37741604,0.22038667,0.0,0.5587802,0.53245616,0.48873624,0.5422793,1.0,0.52368414,0.30449298,0.9006558,0.24575609,0.06614421,0.14185315,./image/P25/P25_1660797062214.png,0
0.037487317,0.014972274,0.0691798,0.40797082,0.046274237,0.00485515,0.41926038,0.77562916,0.59335196,0.24804048,0.4768563,0.56392306,1.0,0.26688653,0.7733591,0.0,0.4460415,0.41085947,0.51132685,0.29885405,1.0,0.40715113,0.024762588,0.99962866,0.6063884,0.060523,0.41194972,./image/P25/P25_1660988824905.png,0
