anger,disgust,fear,happiness,sadness,surprise,neutral,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,img_name,level
0.011381383,0.0043824213,0.18492396,0.099345885,0.04630243,0.0065783137,0.64708567,0.57448757,0.25415364,0.25635043,0.24213365,0.06282915,1.0,0.22180691,0.026691364,0.0,0.04738612,0.24381445,0.30782422,0.28596517,1.0,0.8100532,0.73477966,0.8076181,0.113091,0.21797429,0.30470356,./image/P24/P24_1660153719796.png,1
0.021575939,0.005646168,0.36833042,0.156496,0.02763676,0.00922448,0.4110902,0.5536622,0.28022292,0.2908305,0.25516933,0.17579712,0.0,0.48934144,0.0374967,1.0,0.13139978,0.27942213,0.81053025,0.33649796,1.0,0.62738466,0.09968265,0.9993637,0.45769563,0.09134556,0.64337784,./image/P24/P24_1659818945788.png,1
0.0102306465,0.0052736457,0.14663786,0.08853306,0.047797814,0.012066052,0.6894609,0.6073527,0.3345085,0.12089146,0.34543124,0.062430438,0.0,0.17893308,0.4325119,0.0,0.08745247,0.29859695,0.45272356,0.31242836,0.0,0.55335855,0.6799329,0.21559925,0.074833386,0.2842407,0.08479106,./image/P24/P24_1660058408429.png,1
0.0052716923,0.0018335936,0.08241833,0.05744036,0.07572533,0.011754589,0.76555604,0.6382757,0.37558872,0.18367575,0.42523935,0.08706925,1.0,0.10990098,0.054025102,1.0,0.057634186,0.3217386,0.27165124,0.3859127,0.0,0.7656298,0.55545926,0.9648613,0.1919429,0.12415219,0.120424174,./image/P24/P24_1660072175240.png,1
0.010828847,0.0017713949,0.024099942,0.14947864,0.10103061,0.0035287556,0.7092618,0.6280383,0.37633616,0.40921253,0.42356336,0.10325108,0.0,0.17681262,0.03915293,1.0,0.081756346,0.28587332,0.37234646,0.4487864,0.0,0.7079457,0.10778546,0.985089,0.5662546,0.16780506,0.21783495,./image/P24/P24_1659488626153.png,1
0.018312966,0.00884853,0.086466715,0.30548817,0.07022548,0.0065717576,0.5040864,0.43209347,0.34592003,0.33628598,0.36241022,0.099959,1.0,0.17025751,0.053193968,0.0,0.051984172,0.21496949,0.5571915,0.29844752,1.0,0.78952324,0.0905326,0.9947589,0.4362552,0.16860858,0.073085666,./image/P24/P24_1660736546434.png,1
0.017660083,0.005262943,0.06566632,0.34402636,0.08212101,0.003149531,0.48211384,0.6106741,0.4455901,0.23419254,0.39693806,0.11289576,0.0,0.16146332,0.64821345,0.0,0.07478576,0.34617722,0.54379255,0.49763468,1.0,0.4490156,0.12930241,0.98388624,0.29257423,0.30729803,0.15938407,./image/P24/P24_1659220621956.png,1
0.023011692,0.006459179,0.34592345,0.10691625,0.029598178,0.010153156,0.47793806,0.42917868,0.27483702,0.2220997,0.25956318,0.09629972,0.0,0.427635,0.039245788,0.0,0.10597826,0.5408495,0.21626192,0.59691083,1.0,0.81099707,0.7753252,0.9354938,0.1835094,0.33440062,0.8586252,./image/P24/P24_1659805434971.png,1
0.010012309,0.009162091,0.17750472,0.16287203,0.06310994,0.009425804,0.5679131,0.4784409,0.49272525,0.08253266,0.25683454,0.12699306,0.0,0.20860314,0.09344806,0.0,0.32633114,0.30656454,0.38755465,0.49272975,1.0,0.59990954,0.31180602,0.9258046,0.1445906,0.035369456,0.34714353,./image/P24/P24_1659894140516.png,1
0.025592567,0.007487882,0.299884,0.08513663,0.17070405,0.02439072,0.38680413,0.62495106,0.32852334,0.23381875,0.35097268,0.07517539,0.0,0.16363777,0.30918366,0.0,0.029811969,0.19009413,0.31526878,0.4647594,0.0,0.76923776,0.18583421,0.9951916,0.49529293,0.08588338,0.07684916,./image/P24/P24_1659714475122.png,1
